NAME_CD	NAME	SOURCE_CD
SCPAC	Carolina nutrush	UP
SCPAM	Leonard's skullcap	UP
SCPAP2	fewflower nutrush	UP
SCPAP3	small skullcap	UP
SCPE	shepherdsneedle	UP
SCPE3	stalked bulrush	UP
SCPE4	rufous bulrush	UP
SCPE5	perennial knawel	UP
SCPO2	leafy bulrush	UP
SCPU	false melic	UP
SCPU10	common threesquare	UP
CAPR6	fen panicled sedge	SW
CAPR7	large-fruited oval sedge	SW
POCAV	dwarf cinquefoil	UP
POCE3	hornleaf riverweed	UP
POCH2	Chapman's bluegrass	UP
POCI	fringed black bindweed	UP
POCO	Canada bluegrass	UP
POCO10	black bindweed	UP
POCO12	Tuckerman's pondweed	UP
POCO14	pickerelweed	UP
POCOC2	black bindweed	UP
POCOS	black bindweed	UP
POCR	drumheads	UP
POCR3	curly pondweed	UP
POCRA	drumheads	UP
POCU4	early bluegrass	UP
POCU5	Curtiss' milkwort	UP
POCU6	Japanese knotweed	UP
PODE3	eastern cottonwood	UP
PODED	eastern cottonwood	UP
PODEM	plains cottonwood	UP
PODI	waterthread pondweed	UP
PODO3	redwhisker clammyweed	UP
PODO4	Douglas' knotweed	UP
PODOD	redwhisker clammyweed	UP
PODOD4	Douglas' knotweed	UP
PODOP	mayapple	UP
PODOS	riverweed	UP
PODOT	sandyseed clammyweed	UP
POEP2	ribbonleaf pondweed	UP
POER2	erect knotweed	UP
POFO2	Fowler's knotweed	UP
POFO3	leafy pondweed	UP
POFOF4	leafy pondweed	UP
POFR3	Fries' pondweed	UP
POGL	glaucous bluegrass	UP
POGLG	glaucous bluegrass	UP
POGON	pogonia	UP
POGR4	bigtooth aspen	UP
POGR7	rose moss	UP
POGR8	variableleaf pondweed	UP
POGR9	slender cinquefoil	UP
POGRF	slender cinquefoil	UP
POGRF2	slender cinquefoil	UP
POHE4	swamp cottonwood	UP
POHI4	Hill's pondweed	UP
POHI6	woolly cinquefoil	UP
POHIH	woolly cinquefoil	UP
POHY	marshpepper knotweed	UP
POHY2	swamp smartweed	UP
POIL	Illinois pondweed	UP
POIN10	ashy cinquefoil	UP
POIN4	procession flower	UP
POIN7	ditch rabbitsfoot grass	UP
POIN8	downy cinquefoil	UP
POJA2	balm-of-Gilead	UP
POJA3	James' clammyweed	UP
POLA4	curlytop knotweed	UP
POLAN	clammyweed	UP
POLEM	Jacob's-ladder	UP
POLO14	Long's Jacob's-ladder	UP
POLO4	northern hollyfern	UP
POLU	orange milkwort	UP
POLYC	manyseed	UP
POLYC4	polycnemum	UP
POLYG	polygala	UP
POLYG2	Solomon's seal	UP
POLYG3	jointweed	UP
POLYG4	knotweed	UP
POLYM	polymnia	UP
POLYP	polypody	UP
POLYP2	rabbitsfoot grass	UP
POLYP3	polypremum	UP
POLYS	hollyfern	UP
POLYT	hairy moss	UP
POMA24	giant needleleaf	UP
POMI	annual polemonium	UP
POMO5	annual rabbitsfoot grass	UP
PONA4	floating pondweed	UP
PONCI	poncirus	UP
PONE	wood bluegrass	UP
PONE9	Nepalese smartweed	UP
PONEI2	inland bluegrass	UP
PONEN2	wood bluegrass	UP
PONI	Lombardy poplar	UP
PONO2	longleaf pondweed	UP
PONO3	Norwegian cinquefoil	UP
PONOM	Norwegian cinquefoil	UP
PONTE	pontederia	UP
PONU2	Nuttall's milkwort	UP
PONU4	Nuttall's prairie parsley	UP
POOA	Oakes' pondweed	UP
POOB2	bluntleaf pondweed	UP
POOC2	western polemonium	UP
POOCL	western polemonium	UP
POOL	little hogweed	UP
POOP	snakemouth orchid	UP
POOR2	kiss me over the garden gate	UP
POPA	bog bluegrass	UP
POPA15	Paradox cinquefoil	UP
POPA2	fowl bluegrass	UP
POPA5	gaywings	UP
POPE	mayapple	UP
POPE10	Asiatic tearthumb	UP
POPE2	Pennsylvania smartweed	UP
POPE3	spotted ladysthumb	UP
POPE7	claspingleaf pondweed	UP
POPE8	Pennsylvania cinquefoil	UP
POPEP5	Pennsylvania cinquefoil	UP
POPO	racemed milkwort	UP
POPR	Kentucky bluegrass	UP
POPR4	juniper leaf	UP
POPR5	whitestem pondweed	UP
POPRP2	Kentucky bluegrass	UP
POPU4	hairy Solomon's seal	UP
POPU5	dotted smartweed	UP
POPU6	spotted pondweed	UP
POPU7	small pondweed	UP
POPUC2	dotted smartweed	UP
POPUL	cottonwood	UP
POPUP4	dotted smartweed	UP
POPUP5	small pondweed	UP
POPUT3	small pondweed	UP
PORA3	bushy knotweed	UP
PORAP	bushy knotweed	UP
PORAR	bushy knotweed	UP
PORE2	Greek valerian	UP
PORE5	sulphur cinquefoil	UP
PORE6	creeping cinquefoil	UP
PORER	Greek valerian	UP
PORI2	Richardson's pondweed	UP
PORI3	brook cinquefoil	UP
PORIM2	brook cinquefoil	UP
PORIR2	brook cinquefoil	UP
PORO	stout smartweed	UP
PORO2	Robbins' pondweed	UP
PORTE2	porteranthus	UP
PORTU	purslane	UP
POSA	oldpasture bluegrass	UP
POSA3	purple milkwort	UP
POSA4	giant knotweed	UP
POSA5	arrowleaf tearthumb	UP
POSC3	climbing false buckwheat	UP
POSCC	climbing false buckwheat	UP
POSCD	climbing false buckwheat	UP
POSCS	climbing false buckwheat	UP
POSE	Sandberg bluegrass	UP
POSE3	Seneca snakeroot	UP
POSE6	bog smartweed	UP
POSI2	common cinquefoil	UP
POSP3	spiral pondweed	UP
POST2	narrowleaf pondweed	UP
POST5	Indian physic	UP
POSY	woodland bluegrass	UP
POTAM	pondweed	UP
POTE	fourleaf manyseed	UP
POTE2	pleatleaf knotweed	UP
POTE4	Tennessee pondweed	UP
POTEN	cinquefoil	UP
POTET2	fourleaf manyseed	UP
POTR11	Bowman's root	UP
POTR2	rough bluegrass	UP
POTR4	hardy orange	UP
POTR5	quaking aspen	UP
POVA3	Vasey's pondweed	UP
POVA5	Vanbrunt's polemonium	UP
POVE	whorled milkwort	UP
POVEI	whorled milkwort	UP
POVEV	whorled milkwort	UP
POVI2	jumpseed	UP
POVI3	alpine bistort	UP
POVI7	rock polypody	UP
POVU2	common milkwort	UP
POWO	Wolf's bluegrass	UP
POZO	flatstem pondweed	UP
PRAL2	white rattlesnakeroot	UP
PRAL3	tall rattlesnakeroot	UP
PRAL5	Allegheny plum	UP
PRALA	Allegheny plum	UP
PRALD	Davis' plum	UP
PRAM	American plum	UP
PRAN3	Chickasaw plum	UP
PRANA	Chickasaw plum	UP
PRANW	Watson's plum	UP
PRAR3	apricot	UP
PRAS	rough rattlesnakeroot	UP
PRAV	sweet cherry	UP
PRCE	sour cherry	UP
PRCE2	cherry plum	UP
PRCR	nodding rattlesnakeroot	UP
PRDO	European plum	UP
PRDOD	European plum	UP
PRDOI	European plum	UP
PRENA	rattlesnakeroot	UP
PRGL80	flowering almond	UP
PRHO	hortulan plum	UP
PRIMU	primrose	UP
PRIN2	intermediate mermaidweed	UP
PRLA7	cutleaf selfheal	UP
PRLO	ram's horn	UP
PRLOL	ram's horn	UP
PRMA	Mahaleb cherry	UP
PRMA2	beach plum	UP
PRMAM	beach plum	UP
PRME	Mexican plum	UP
PRMI	Mistassini primrose	UP
PRMU	wild goose plum	UP
PRNI	Canadian plum	UP
PROBO	unicorn-plant	UP
PROSE	mermaidweed	UP
PRPA3	marsh mermaidweed	UP
PRPA5	European bird cherry	UP
PRPAA	marsh mermaidweed	UP
PRPAC	marsh mermaidweed	UP
PRPAP	marsh mermaidweed	UP
PRPE	combleaf mermaidweed	UP
PRPE2	pin cherry	UP
PRPE3	peach	UP
PRPEP	pin cherry	UP
PRPU3	sandcherry	UP
PRPUB	western sandcherry	UP
PRPUD	eastern sandcherry	UP
PRPUP	Great Lakes sandcherry	UP
PRPUS	Sesquehana sandcherry	UP
PRRA	purple rattlesnakeroot	UP
PRRAM	purple rattlesnakeroot	UP
PRRAR	purple rattlesnakeroot	UP
PRSE	cankerweed	UP
PRSE2	black cherry	UP
PRSES	black cherry	UP
PRSP	blackthorn	UP
PRTO80	Nanking cherry	UP
PRTR	gall of the earth	UP
PRTR3	flowering plum	UP
PRUNE	selfheal	UP
PRUNU	plum	UP
PRVE2	cowslip primrose	UP
PRVI	chokecherry	UP
SCPU13	weakstalk bulrush	UP
SCPUL4	common threesquare	UP
SCPUP5	common threesquare	UP
SCRE	netted nutrush	UP
SCRO5	sturdy bulrush	UP
SCROP	figwort	UP
SCSA5	smooth rock skullcap	UP
SCSC	little bluestem	UP
SCSCD	little bluestem	UP
SCSCS	little bluestem	UP
SCSE5	showy skullcap	UP
SCSI2	Siberian squill	UP
SCSM2	Smith's bulrush	UP
SCSU10	swaying bulrush	UP
SCTA2	softstem bulrush	UP
SCTO3	Torrey's bulrush	UP
SCTR	whip nutrush	UP
SCUM	water figwort	UP
SCUTE	skullcap	UP
SCVE2	low nutrush	UP
SEAC	goldmoss stonecrop	UP
SEAD	burr bristlegrass	UP
SEAL	white stonecrop	UP
SEAP	meadow spikemoss	UP
SEAS3	toothed whitetop aster	UP
SECAL	rye	UP
SECE	cereal rye	UP
SECO2	marsh fleabane	UP
SEDUM	stonecrop	UP
SEEC	hidden spikemoss	UP
SEER5	hoary ragwort	UP
SEFA	Japanese bristlegrass	UP
SEHE3	American senna	UP
SEHE8	bigpod sesbania	UP
SEHI	Spanish stonecrop	UP
SEIT	foxtail bristlegrass	UP
SEJA	stinking willie	UP
SEKA	orange stonecrop	UP
SEKAE	orange stonecrop	UP
SELAG	spikemoss	UP
SELI5	narrowleaf whitetop aster	UP
SEMA11	Maryland senna	UP
SEMA3	slender seapurslane	UP
SENEC	ragwort	UP
SENNA	senna	UP
SEOB4	Java-bean	UP
SEOC	European stonecrop	UP
SEOC2	septicweed	UP
SEOR4	sesame	UP
SEPA10	marsh bristlegrass	UP
SEPO2	shoreline seapurslane	UP
SEPU	widowscross	UP
SERE4	Jenny's stonecrop	UP
SERIC	whitetop aster	UP
SERU	northern selaginella	UP
SERU5	rock ragwort	UP
SESA	stringy stonecrop	UP
SESAM	sesame	UP
SESBA	riverhemp	UP
SESE	club spikemoss	UP
SESE6	tasteless stonecrop	UP
SESP2	tworow stonecrop	UP
SESUV	seapurslane	UP
SESY	woodland ragwort	UP
SETAR	bristlegrass	UP
SETE3	woodland stonecrop	UP
SETO4	sickle senna	UP
SEVE3	hooked bristlegrass	UP
SEVE5	barbed bristlegrass	UP
SEVI2	sticky ragwort	UP
SEVI4	green bristlegrass	UP
SEVIM	green bristlegrass	UP
SEVIV	green bristlegrass	UP
SEVU	old-man-in-the-Spring	UP
SHAR	silver buffaloberry	UP
SHAR2	blue fieldmadder	UP
SHCA	russet buffaloberry	UP
SHEPH	buffaloberry	UP
SHERA	sherardia	UP
SIAC3	common wireweed	UP
SIAL2	tall tumblemustard	UP
SIAL3	white blue-eyed grass	UP
SIAL5	white mustard	UP
SIAN	oneseed burr cucumber	UP
SIAN2	sleepy silene	UP
SIAN3	narrowleaf blue-eyed grass	UP
SIAR	sweet William silene	UP
SIAR4	charlock mustard	UP
SIAT	eastern blue-eyed grass	UP
SIBAR	winged rockcress	UP
SIBBA2	sibbaldiopsis	UP
SICA12	Carson's waterparsnip	UP
SICA6	sticky catchfly	UP
SICA9	prairie blue-eyed grass	UP
SICAP	Pennsylvania catchfly	UP
SICH4	yellowgreen catchfly	UP
SICO3	striped corn catchfly	UP
SICS	Balkan catchfly	UP
SICYO	burr cucumber	UP
SIDA	fanpetals	UP
SIDER	ironwort	UP
SIDER2	bully	UP
SIDI2	dichotoma silene	UP
SIDI4	red catchfly	UP
SIEL	Elliott's fanpetals	UP
SIFA2	Farwell's blue-eyed grass	UP
SIFU2	coastalplain blue-eyed grass	UP
SIGA	common catchfly	UP
SIGES	St. Paul's wort	UP
SIHE3	Virginia fanpetals	UP
SIIN2	wholeleaf rosinweed	UP
SIIND	Deam's rosinweed	UP
SIINI	wholeleaf rosinweed	UP
SIINL	wholeleaf rosinweed	UP
SIINN	wholeleaf rosinweed	UP
SIIR	London rocket	UP
SILA20	gum bully	UP
SILA21	bladder campion	UP
SILA3	compassplant	UP
SILAA3	bladder campion	UP
SILAL2	compassplant	UP
SILAO	gum bully	UP
SILAR	Robinson's compassplant	UP
SILEN	catchfly	UP
SILI6	flaxleaf fanpetals	UP
SILO3	small tumbleweed mustard	UP
SILPH	rosinweed	UP
SILY	buckthorn bully	UP
SILYB	milkthistle	UP
SIMA3	blessed milkthistle	UP
SIMO2	strict blue-eyed grass	UP
SIMOC	strict blue-eyed grass	UP
SIMOM	strict blue-eyed grass	UP
SIMU3	needletip blue-eyed grass	UP
SINAP	mustard	UP
SINI	evening campion	UP
SINO	nightflowering silene	UP
SINU2	Eurasian catchfly	UP
SIOF	hedgemustard	UP
SIOR2	common St. Paul's wort	UP
SIOR4	Indian hedgemustard	UP
SIOV	Blue Ridge catchfly	UP
SIPE2	cup plant	UP
SIPEP	cup plant	UP
SIPI2	tansy rosinweed	UP
SIPO2	shortfruit hedgemustard	UP
SIRE2	royal catchfly	UP
SIRH	cuban jute	UP
SIRO3	simplebeak ironwort	UP
SISP	prickly fanpetals	UP
SIST	widowsfrill	UP
SISU2	hemlock waterparsnip	UP
SISYM	hedgemustard	UP
SISYR	blue-eyed grass	UP
SITE	prairie rosinweed	UP
SITEL2	Lucy Braun's rosinweed	UP
SITET	prairie rosinweed	UP
SITR3	shrubby fivefingers	UP
SITR7	whorled rosinweed	UP
SITRL	whorled rosinweed	UP
SITRT	whorled rosinweed	UP
SIUM	waterparsnip	UP
SIVI2	Virginia winged rockcress	UP
SIVI4	fire pink	UP
SIVIV	fire pink	UP
SIVU	maidenstears	UP
SMALL	smallanthus	UP
SMBO2	saw greenbrier	UP
SMEC	upright carrionflower	UP
SMGL	cat greenbrier	UP
SMHE	smooth carrionflower	UP
SMIL	Illinois greenbrier	UP
SMILA2	greenbrier	UP
SMLA3	Blue Ridge carrionflower	UP
SMPS	bamboo vine	UP
SMPU2	downy carrionflower	UP
SMRO	roundleaf greenbrier	UP
SMTA2	bristly greenbrier	UP
SMUV	hairy leafcup	UP
SOAL	Columbus grass	UP
SOAM3	American mountain ash	UP
SOAR	Atlantic goldenrod	UP
SOAR2	field sowthistle	UP
SOARA	Atlantic goldenrod	UP
SOARA2	field sowthistle	UP
SOARB	Boott's goldenrod	UP
SOARH	Harris' goldenrod	UP
SOARN	Atlantic goldenrod	UP
SOARU	moist sowthistle	UP
SOAS	spiny sowthistle	UP
SOAU	European mountain ash	UP
SOBI	white goldenrod	UP
SOBI2	sorghum	UP
SOBIB	grain sorghum	UP
SOBID	Sudangrass	UP
SOBU	Buckley's goldenrod	UP
SOCA3	Carolina horsenettle	UP
SOCA4	wreath goldenrod	UP
SOCA6	Canada goldenrod	UP
SOCAC	wreath goldenrod	UP
SOCAC2	mountain decumbent goldenrod	UP
SOCAC3	Canada goldenrod	UP
SOCAC4	Carolina horsenettle	UP
SOCAG	shorthair goldenrod	UP
SOCAH	Harger's goldenrod	UP
SOCAS	salebrosa goldenrod	UP
SOCAS5	Canada goldenrod	UP
SODE3	northern mountain ash	UP
SODE5	Deam's goldenrod	UP
SODI	western horsenettle	UP
SODU	climbing nightshade	UP
SODUD	climbing nightshade	UP
SODUV	climbing nightshade	UP
SOEL	silverleaf nightshade	UP
SOEL3	slender Indiangrass	UP
SOFL2	zigzag goldenrod	UP
SOGI	giant goldenrod	UP
SOHA	Johnsongrass	UP
SOHE	melonleaf nightshade	UP
SOHEN	New Mexican nightshade	UP
SOHI	hairy goldenrod	UP
SOHIA	hairy goldenrod	UP
SOHIH	hairy goldenrod	UP
SOHIT	hairy goldenrod	UP
SOJU	early goldenrod	UP
SOLAN	nightshade	UP
SOLID	goldenrod	UP
SOLY2	garden tomato	UP
SOLYL	garden tomato	UP
SOME	eggplant	UP
SOMI2	Missouri goldenrod	UP
SOMIF	Missouri goldenrod	UP
SOMO	velvety goldenrod	UP
SOMOM	velvety goldenrod	UP
SONCH	sowthistle	UP
SONE	gray goldenrod	UP
SONEL	gray goldenrod	UP
SONEN	gray goldenrod	UP
SONU2	Indiangrass	UP
SOOD	anisescented goldenrod	UP
SOODO	anisescented goldenrod	UP
SOOL	common sowthistle	UP
SOPA2	roundleaf goldenrod	UP
SOPAP	roundleaf goldenrod	UP
SOPE	downy ragged goldenrod	UP
SOPEA	downy ragged goldenrod	UP
SOPH	hoe nightshade	UP
SOPT3	West Indian nightshade	UP
SOPU	downy goldenrod	UP
SOPUP2	downy goldenrod	UP
SORA	western rough goldenrod	UP
SORAR	western rough goldenrod	UP
SORBA	false spiraea	UP
SORBU	mountain ash	UP
SORGH	Indiangrass	UP
SORGH2	sorghum	UP
SORO	buffalobur nightshade	UP
SORO2	Roan Mountain goldenrod	UP
SORU2	wrinkleleaf goldenrod	UP
SORU3	rock goldenrod	UP
SORUA	wrinkleleaf goldenrod	UP
SORUR	wrinkleleaf goldenrod	UP
SORUR2	wrinkleleaf goldenrod	UP
SORUS	wrinkleleaf goldenrod	UP
SORUV	wrinkleleaf goldenrod	UP
SOSC	shadowy goldenrod	UP
SOSE	seaside goldenrod	UP
SOSES	seaside goldenrod	UP
SOSI	sticky nightshade	UP
SOSI3	Mt. Albert goldenrod	UP
SOSIG2	Rand's goldenrod	UP
SOSIO	Ontario goldenrod	UP
SOSIR	Rand's goldenrod	UP
SOSIR2	Rand's goldenrod	UP
SOSIR3	Rand's goldenrod	UP
SOSIS	Mt. Albert goldenrod	UP
SOSIS3	Mt. Albert goldenrod	UP
SOSO2	false spiraea	UP
SOSP2	showy goldenrod	UP
SOSP4	autumn goldenrod	UP
SOSPE	showy goldenrod	UP
SOSPJ	showy goldenrod	UP
SOSPR	showy goldenrod	UP
SOSPS4	showy goldenrod	UP
SOSQ	stout goldenrod	UP
SOTR	cutleaf nightshade	UP
SOTU	Irish potato	UP
SOUL	bog goldenrod	UP
SOUL2	elmleaf goldenrod	UP
SOULL2	bog goldenrod	UP
SOULU	bog goldenrod	UP
SOULU2	elmleaf goldenrod	UP
SOVI2	tropical soda apple	UP
SPAL2	white meadowsweet	UP
SPALA	white meadowsweet	UP
SPALL	white meadowsweet	UP
SPAM	American bur-reed	UP
SPAN	branched bur-reed	UP
SPAN2	narrowleaf bur-reed	UP
SPAR	corn spurry	UP
SPARG	bur-reed	UP
SPART	cordgrass	UP
SPBE2	white spirea	UP
SPBEC	shinyleaf meadowsweet	UP
SPBU2	Japanese spiraea	UP
SPCA6	Case's ladies'-tresses	UP
SPCE	nodding ladies'-tresses	UP
SPCL	rough dropseed	UP
SPCO16	composite dropseed	UP
SPCO17	Madagascar dropseed	UP
SPCO4	spike dropseed	UP
SPCOC2	composite dropseed	UP
SPCR	sand dropseed	UP
SPCY	big cordgrass	UP
SPEC2	bristly scaleseed	UP
SPER	simplestem bur-reed	UP
SPERG	spurry	UP
SPERG2	sandspurry	UP
SPERM	false buttonweed	UP
SPERM2	scaleseed	UP
SPERS2	simplestem bur-reed	UP
SPEU	broadfruit bur-reed	UP
SPFL	floating bur-reed	UP
SPGL	clustered bur-reed	UP
SPGL2	smooth false buttonweed	UP
SPHE	prairie dropseed	UP
SPHEN	wedgescale	UP
SPIGE	pinkroot	UP
SPIN	Red River scaleseed	UP
SPIN3	slender wedgescale	UP
SPIN4	smut grass	UP
SPINA	spinach	UP
SPINI2	smut grass	UP
SPIRA	spirea	UP
SPIRA2	ladies'-tresses	UP
SPIRO	duckmeat	UP
SPJA	Japanese meadowsweet	UP
SPJAF	fortune meadowsweet	UP
SPLA4	northern slender ladies'-tresses	UP
SPLAG	northern slender ladies'-tresses	UP
SPLAL	northern slender ladies'-tresses	UP
SPLU2	shining ladies'-tresses	UP
SPMA10	media sandspurry	UP
SPMA3	woodland pinkroot	UP
SPMA5	Great Plains ladies'-tresses	UP
SPNA	small bur-reed	UP
SPNE2	puffsheath dropseed	UP
SPNI	shiny wedgescale	UP
SPOB	prairie wedgescale	UP
SPOC	yellow nodding ladies'-tresses	UP
SPOL	spinach	UP
SPORO	dropseed	UP
SPOV	October ladies'-tresses	UP
SPOVE	October ladies'-tresses	UP
SPPA	saltmeadow cordgrass	UP
SPPE	prairie cordgrass	UP
SPPE3	swamp wedgescale	UP
SPPO	common duckmeat	UP
SPPR	bridalwreath spirea	UP
SPPU4	dotted duckmeat	UP
SPRO	hooded ladies'-tresses	UP
SPRU	red sandspurry	UP
SPSA2	willowleaf meadowsweet	UP
SPSA5	salt sandspurry	UP
SPSE	northern meadowsweet	UP
SPTH2	Thunberg's meadowsweet	UP
SPTO2	steeplebush	UP
SPTOR	steeplebush	UP
SPTOT	steeplebush	UP
SPTU	little ladies'-tresses	UP
SPVA	poverty dropseed	UP
SPVAO	Ozark dropseed	UP
SPVAV2	poverty dropseed	UP
SPVE	spring ladies'-tresses	UP
SPVI2	Virginia meadowsweet	UP
STACH	hedgenettle	UP
STAL4	bog chickweed	UP
STAM2	claspleaf twistedstalk	UP
STAM4	American snowbell	UP
STAMA2	claspleaf twistedstalk	UP
STAN	annual hedgenettle	UP
STAPH	bladdernut	UP
STAR	staggerweed	UP
STAS	hyssopleaf hedgenettle	UP
STBI2	sidebeak pencilflower	UP
STBO3	boreal starwort	UP
STBOB	boreal starwort	UP
STBY	woolly hedgenettle	UP
STCL	Clingman's hedgenettle	UP
STCO7	Tennessee starwort	UP
STCR	fleshy starwort	UP
STCRC	fleshy starwort	UP
STDI3	celandine poppy	UP
STELL	starwort	UP
STENA2	featherbells	UP
STENO2	stenosiphon	UP
STFI6	fineleaf pondweed	UP
STFIA	fineleaf pondweed	UP
STFIO	western fineleaf pondweed	UP
STGE	German hedgenettle	UP
STGR	grasslike starwort	UP
STGR2	eastern featherbells	UP
STGR4	bigleaf snowbell	UP
STGRG2	eastern featherbells	UP
STGRR	eastern featherbells	UP
STHE4	trailing fuzzybean	UP
STHO2	addersmeat	UP
STHY3	hyssopleaf hedgenettle	UP
STLA16	twistedstalk	UP
STLAL2	twistedstalk	UP
STLAL3	twistedstalk	UP
STLAR	twistedstalk	UP
STLE6	slickseed fuzzybean	UP
STLI2	false gaura	UP
STLO	longleaf starwort	UP
STLO2	longstalk starwort	UP
STLOA2	longleaf starwort	UP
STLOL	longleaf starwort	UP
STME2	common chickweed	UP
STMEM	common chickweed	UP
STMEP	common chickweed	UP
STNU2	heartleaf hedgenettle	UP
STPA	marsh hedgenettle	UP
STPA7	meadow starwort	UP
STPE12	sago pondweed	UP
STPI3	Pickering's dawnflower	UP
STPI6	hairy hedgenettle	UP
STPIA	hairy hedgenettle	UP
STPIP2	Patterson's dawnflower	UP
STPIP5	hairy hedgenettle	UP
STPU	star chickweed	UP
STREP3	twistedstalk	UP
STROP	fuzzybean	UP
STSY2	whitespot	UP
STTE	smooth hedgenettle	UP
STTR	American bladdernut	UP
STUCK	pondweed	UP
STUM2	pink fuzzybean	UP
STVA5	sheathed pondweed	UP
STYLI	dawnflower	UP
STYLO3	stylophorum	UP
STYLO4	pencilflower	UP
STYRA	snowbell	UP
SUAED	seepweed	UP
SUAQ	waterawlwort	UP
SUAQA2	American waterawlwort	UP
SUBUL	awlwort	UP
SUCA2	Pursh seepweed	UP
SUCCI2	succisella	UP
SUIN2	southern succisella	UP
SULI	annual seepweed	UP
SULLI	coolwort	UP
SUMA	herbaceous seepweed	UP
SUMAM	herbaceous seepweed	UP
SUMAR	Rich's seepweed	UP
SUSU3	Sullivant's coolwort	UP
SYAL	common snowberry	UP
SYALA	common snowberry	UP
SYALL	common snowberry	UP
SYAN2	manyray aster	UP
SYAS	prickly comfrey	UP
SYBO2	northern bog aster	UP
SYCI	Lindley's aster	UP
SYCI2	rayless alkali aster	UP
SYCO4	common blue wood aster	UP
SYDE2	serpentine aster	UP
SYDR	Drummond's aster	UP
SYDRD	Drummond's aster	UP
SYDU2	rice button aster	UP
TRHI8	toadlily	UP
TRHY	alsike clover	UP
TRIAD	marsh St. Johnswort	UP
TRIBU	punturevine	UP
TRICH22	bulrush	UP
TRICH5	bristle fern	UP
TRICH9	bluecurls	UP
TRICY	tricyrtis	UP
TRIDE	tridens	UP
TRIEN	starflower	UP
TRIFO	clover	UP
TRIGL	arrowgrass	UP
TRIGO	fenugreek	UP
TRILL	trillium	UP
TRIN13	weft fern	UP
TRIN3	crimson clover	UP
TRIOD	Venus' looking-glass	UP
TRIOS	horse-gentian	UP
TRIPH	noddingcaps	UP
TRIPL2	sandgrass	UP
TRIPL4	mayweed	UP
TRIPO3	sea aster	UP
TRIPS	gamagrass	UP
TRISE	oatgrass	UP
TRITI	wheat	UP
TRLA14	American globeflower	UP
TRLA18	burdock clover	UP
TRLAL	American globeflower	UP
TRLE3	slimpod Venus' looking-glass	UP
TRMA17	false mayweed	UP
TRMA4	seaside arrowgrass	UP
TRMA7	nasturtium	UP
TRMAM	false mayweed	UP
TRME	zigzag clover	UP
TRME3	purple false oat	UP
TRMI10	Ontario goatsbeard	UP
TRNA	water chestnut	UP
TRNI2	dwarf white wakerobin	UP
TROC	prairie spiderwort	UP
TROCO	prairie spiderwort	UP
TROH	bluejacket	UP
TROLL	globeflower	UP
TROPA	nasturtium	UP
TRPA26	sea aster	UP
TRPA6	marsh arrowgrass	UP
TRPE21	scentless false mayweed	UP
TRPE4	clasping Venus' looking-glass	UP
TRPE5	feverwort	UP
TRPEB	clasping Venus' looking-glass	UP
TRPEP	clasping Venus' looking-glass	UP
TRPL6	bashful bulrush	UP
TRPO	salsify	UP
TRPR	Jack-go-to-bed-at-noon	UP
TRPR2	red clover	UP
TRPR8	trailing fenugreek	UP
TRPU4	purple sandgrass	UP
TRRA	stalked burr grass	UP
TRRE2	buffalo clover	UP
TRRE3	white clover	UP
TRRE4	reversed clover	UP
TRRE5	bloody butcher	UP
TRSE2	toadshade	UP
TRSE5	narrowleaf bluecurls	UP
TRSP2	spike trisetum	UP
TRSQ	sea clover	UP
TRST2	longspike tridens	UP
TRST4	running buffalo clover	UP
TRST5	knotted clover	UP
TRSU2	zigzag spiderwort	UP
TRSUM	zigzag spiderwort	UP
TRSUS	zigzag spiderwort	UP
TRTE	puncturevine	UP
TRTR3	threebirds	UP
TRTU	lesser marsh St. Johnswort	UP
TRUN	painted trillium	UP
TRVI	Virginia spiderwort	UP
TRVI2	Virginia marsh St. Johnswort	UP
TRVI3	Kates Mountain clover	UP
TRVI4	wood wakerobin	UP
TRWA	greater marsh St. Johnswort	UP
TSCA	eastern hemlock	UP
TSUGA	hemlock	UP
TUFA	coltsfoot	UP
TULA	broadleaf false carrot	UP
TULIP	tulip	UP
TURGE	false carrot	UP
TUSSI	coltsfoot	UP
TUSY	wild tulip	UP
TYAN	narrowleaf cattail	UP
TYLA	broadleaf cattail	UP
TYPHA	cattail	UP
ULAL	winged elm	UP
ULAM	American elm	UP
ULEU	common gorse	UP
ULEX	gorse	UP
ULMUS	elm	UP
ULPR	English elm	UP
ULPU	Siberian elm	UP
ULRU	slippery elm	UP
ULTH	rock elm	UP
URAD	Dominican signalgrass	UP
URCH3	heartleaf nettle	UP
URDI	stinging nettle	UP
URDID	stinging nettle	UP
URDIG	California nettle	UP
UROCH	signalgrass	UP
URPL	plantain signalgrass	UP
URPL2	broadleaf signalgrass	UP
URTIC	nettle	UP
URUR	dwarf nettle	UP
UTCO	horned bladderwort	UP
UTGE	hiddenfruit bladderwort	UP
UTGI	humped bladderwort	UP
UTIN2	flatleaf bladderwort	UP
UTMA	common bladderwort	UP
UTMI	lesser bladderwort	UP
UTOC	yellowishwhite bladderwort	UP
UTPU	eastern purple bladderwort	UP
UTRA	little floating bladderwort	UP
UTRE	lavender bladderwort	UP
UTRIC	bladderwort	UP
UTST	striped bladderwort	UP
UTSU	zigzag bladderwort	UP
UVGR	largeflower bellwort	UP
