NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
ACINO	475	Acinos		Mill.							Lamiaceae	Y	Y	ACINO	
ACAR2	474	Acinos	arvensis	(Lam.) Dandy							Lamiaceae	Y	Y	ACAR2	
ACTH3	474	Acinos	thymoides	(L.) Moench							Lamiaceae	N	N	ACTH3	
CAAC6	474	Calamintha	acinos	(L.) Clairville ex Gaud.							Lamiaceae	N	N	CAAC6	
CLAC5	474	Clinopodium	acinos	(L.) Kuntze							Lamiaceae	N	N	CLAC5	
SAAC	474	Satureja	acinos	(L.) Scheele							Lamiaceae	N	N	SAAC	
AGAST	806	Agastache		Clayton ex Gronov.							Lamiaceae	Y	Y	AGAST	
AGNE2	786	Agastache	nepetoides	(L.) Kuntze							Lamiaceae	Y	Y	AGNE2	
AGSC	801	Agastache	scrophulariifolia	(Willd.) Kuntze							Lamiaceae	Y	Y	AGSC	
AGSCM	801	Agastache	scrophulariifolia	(Willd.) Kuntze			mollis	(Fernald) Heller			Lamiaceae	N	N	AGSCM	
AJUGA	997	Ajuga		L.							Lamiaceae	Y	Y	AJUGA	
AJGE	995	Ajuga	genevensis	L.							Lamiaceae	Y	Y	AJGE	
AJRE	996	Ajuga	reptans	L.							Lamiaceae	Y	Y	AJRE	
BALLO	4618	Ballota		L.							Lamiaceae	Y	Y	BALLO	
BANI	4617	Ballota	nigra	L.							Lamiaceae	Y	Y	BANI	
BLEPH5	5109	Blephilia		Raf.							Lamiaceae	Y	Y	BLEPH5	
BLCI	5104	Blephilia	ciliata	(L.) Benth.							Lamiaceae	Y	Y	BLCI	
BLHI	5107	Blephilia	hirsuta	(Pursh) Benth.							Lamiaceae	Y	Y	BLHI	
CLINO	10113	Clinopodium		L.							Lamiaceae	Y	Y	CLINO	
CLAR5	10101	Clinopodium	arkansanum	(Nutt.) House							Lamiaceae	Y	Y	CLAR5	
CAAR33	10101	Calamintha	arkansana	(Nutt.) Shinners							Lamiaceae	N	N	CAAR33	
CAGLA2	10101	Calamintha	glabella	(Michx.) Benth.			angustifolia	(Torr.) DeWolf			Lamiaceae	N	N	CAGLA2	
CLGL3	10101	Clinopodium	glabrum	(Nutt.) Kuntze							Lamiaceae	N	N	CLGL3	
HEAR13	10101	Hedeoma	arkansana	Nutt.							Lamiaceae	N	N	HEAR13	
HEGL11	10101	Hedeoma	glabra	Nutt.							Lamiaceae	N	N	HEGL11	
SAAR11	10101	Satureja	arkansana	(Nutt.) Briq.							Lamiaceae	N	N	SAAR11	
SAGL8	10101	Satureja	glabra	(Nutt.) Fernald							Lamiaceae	N	N	SAGL8	
OSLOI	28043	Osmorhiza	longistylis	(Torr.) DC.			imbarbata	Salamun			Apiaceae	N	N	OSLOI	
OSLOV	28043	Osmorhiza	longistylis	(Torr.) DC.			villicaulis	Fernald			Apiaceae	N	N	OSLOV	
WALO2	28043	Washingtonia	longistylis	(Torr.) Britton							Apiaceae	N	N	WALO2	
OXYPO	28135	Oxypolis		Raf.							Apiaceae	Y	Y	OXYPO	
OXRI	28133	Oxypolis	rigidior	(L.) Raf.							Apiaceae	Y	Y	OXRI	
OXLO	28133	Oxypolis	longifolia	(Pursh) Small							Apiaceae	N	N	OXLO	
OXRIA	28133	Oxypolis	rigidior	(L.) Raf.			ambigua	(Nutt.) B.L. Robins.			Apiaceae	N	N	OXRIA	
OXRIL	28133	Oxypolis	rigidior	(L.) Raf.			longifolia	(Pursh) Britton			Apiaceae	N	N	OXRIL	
OXTU	28133	Oxypolis	turgida	Small							Apiaceae	N	N	OXTU	
PASTI	28841	Pastinaca		L.							Apiaceae	Y	Y	PASTI	
PASA2	28840	Pastinaca	sativa	L.							Apiaceae	Y	Y	PASA2	yes
PASAP	28840	Pastinaca	sativa	L.			pratensis	Pers.			Apiaceae	N	N	PASAP	
PERID	29685	Perideridia		Reichenb.							Apiaceae	Y	Y	PERID	
PEAM2	29666	Perideridia	americana	(Nutt. ex DC.) Reichenb.							Apiaceae	Y	Y	PEAM2	
EUAM4	29666	Eulophus	americanus	Nutt. ex DC.							Apiaceae	N	N	EUAM4	
POLYT	32259	Polytaenia		DC.							Apiaceae	Y	Y	POLYT	
PONU4	32257	Polytaenia	nuttallii	DC.							Apiaceae	Y	Y	PONU4	
PLNU	32257	Pleiotaenia	nuttallii	(DC.) J.M. Coult. & Rose							Apiaceae	N	N	PLNU	
SANIC	36030	Sanicula		L.							Apiaceae	Y	Y	SANIC	
SACA15	36010	Sanicula	canadensis	L.							Apiaceae	Y	Y	SACA15	
SACAC2	36008	Sanicula	canadensis	L.			canadensis				Apiaceae	Y	Y	SACAC2	
SACAF	36008	Sanicula	canadensis	L.			floridana	(Bickn.) H. Wolff			Apiaceae	N	N	SACAF	
SACAT	36008	Sanicula	canadensis	L.			typica	H. Wolff			Apiaceae	N	N	SACAT	
SAFL9	36008	Sanicula	floridana	Bickn.							Apiaceae	N	N	SAFL9	
SACAG2	36009	Sanicula	canadensis	L.			grandis	Fernald			Apiaceae	Y	Y	SACAG2	
SAGR6	36021	Sanicula	gregaria	Bickn.							Apiaceae	Y	N	SAGR6	
SAOD	36021	Sanicula	odorata	(Raf.) K.M. Pryer & L.R. Phillippe							Apiaceae	N	Y	SAOD	
TROD2	36021	Triclinium	odoratum	Raf.							Apiaceae	N	N	TROD2	
SAMA2	36018	Sanicula	marilandica	L.							Apiaceae	Y	Y	SAMA2	
SAMAP	36018	Sanicula	marilandica	L.			petiolulata	Fernald			Apiaceae	N	N	SAMAP	
SATR4	36028	Sanicula	trifoliata	Bickn.							Apiaceae	Y	Y	SATR4	
SIUM	37765	Sium		L.							Apiaceae	Y	Y	SIUM	
SISU2	37764	Sium	suave	Walt.							Apiaceae	Y	Y	SISU2	
SICI2	37764	Sium	cicutifolium	Schrank							Apiaceae	N	N	SICI2	
SIFL	37764	Sium	floridanum	Small							Apiaceae	N	N	SIFL	
SISUF	37764	Sium	suave	Walt.			floridanum	(Small) C.F. Reed			Apiaceae	N	N	SISUF	
SPERM2	38252	Spermolepis		Raf.							Apiaceae	Y	Y	SPERM2	
SPIN	38251	Spermolepis	inermis	(Nutt. ex DC.) Mathias & Constance							Apiaceae	Y	Y	SPIN	
SPPA8	38251	Spermolepis	patens	(Nutt. ex DC.) B.L. Robins.							Apiaceae	N	N	SPPA8	
TAENI	39523	Taenidia		(Torr. & A. Gray) Drude							Apiaceae	Y	Y	TAENI	
TAIN	39521	Taenidia	integerrima	(L.) Drude							Apiaceae	Y	Y	TAIN	
THASP	39940	Thaspium		Nutt.							Apiaceae	Y	Y	THASP	
THBA	39935	Thaspium	barbinode	(Michx.) Nutt.							Apiaceae	Y	Y	THBA	
THBAA	39935	Thaspium	barbinode	(Michx.) Nutt.			angustifolium	J.M. Coult. & Rose			Apiaceae	N	N	THBAA	
THCH2	39935	Thaspium	chapmanii	(J.M. Coult. & Rose) Small							Apiaceae	N	N	THCH2	
THTR	39939	Thaspium	trifoliatum	(L.) A. Gray							Apiaceae	Y	Y	THTR	
THTRA	39937	Thaspium	trifoliatum	(L.) A. Gray			aureum	Britton			Apiaceae	Y	Y	THTRA	
THAU5	39937	Thaspium	aureum	(L.) Nutt.							Apiaceae	N	N	THAU5	
THTRF	39937	Thaspium	trifoliatum	(L.) A. Gray			flavum	Blake			Apiaceae	N	N	THTRF	
THTRT	39938	Thaspium	trifoliatum	(L.) A. Gray			trifoliatum				Apiaceae	Y	Y	THTRT	
THAUT	39938	Thaspium	aureum	(L.) Nutt.			trifoliatum	(L.) J.M. Coult. & Rose			Apiaceae	N	N	THAUT	
TORIL	40479	Torilis		Adans.							Apiaceae	Y	Y	TORIL	
TOAR	40474	Torilis	arvensis	(Huds.) Link							Apiaceae	Y	Y	TOAR	yes
TOJA	40475	Torilis	japonica	(Houtt.) DC.							Apiaceae	Y	Y	TOJA	yes
ZIZIA	42969	Zizia		W.D.J. Koch							Apiaceae	Y	Y	ZIZIA	
ZIAP	42966	Zizia	aptera	(A. Gray) Fernald							Apiaceae	Y	Y	ZIAP	
ZIAPO	42966	Zizia	aptera	(A. Gray) Fernald			occidentalis	Fernald			Apiaceae	N	N	ZIAPO	
ZICO	42966	Zizia	cordata	W.D.J. Koch ex DC.							Apiaceae	N	N	ZICO	
ZIAU	42967	Zizia	aurea	(L.) W.D.J. Koch							Apiaceae	Y	Y	ZIAU	
APOCY	2186	Apocynum		L.							Apocynaceae	Y	Y	APOCY	
APAN2	2184	Apocynum	androsaemifolium	L.							Apocynaceae	Y	Y	APAN2	
APANI3	2184	Apocynum	androsaemifolium	L.			incanum	A. DC.			Apocynaceae	N	N	APANI3	
APPUR	2184	Apocynum	pumilum	(A. Gray) Greene			rhomboideum	(Greene) Beg. & Bel.			Apocynaceae	N	N	APPUR	
APSC	2184	Apocynum	scopulorum	Greene ex Rydb.							Apocynaceae	N	N	APSC	
APCA	2185	Apocynum	cannabinum	L.							Apocynaceae	Y	Y	APCA	
APCAA	2185	Apocynum	cannabinum	L.			angustifolium	(Woot.) N. Holmgren			Apocynaceae	N	N	APCAA	
APCAG	2185	Apocynum	cannabinum	L.			glaberrimum	A. DC.			Apocynaceae	N	N	APCAG	
APCAG2	2185	Apocynum	cannabinum	L.			greeneanum	(Beg. & Bel.) Woodson			Apocynaceae	N	N	APCAG2	
APCAN	2185	Apocynum	cannabinum	L.			nemorale	(G.S. Mill.) Fernald			Apocynaceae	N	N	APCAN	
APCAP2	2185	Apocynum	cannabinum	L.			pubescens	(Mitchell ex R. Br.) Woodson			Apocynaceae	N	N	APCAP2	
APCAS	2185	Apocynum	cannabinum	L.			suksdorfii	(Greene) Beg. & Bel.			Apocynaceae	N	N	APCAS	
APPU2	2185	Apocynum	pubescens	Mitchell ex R. Br.							Apocynaceae	N	N	APPU2	
APSU	2185	Apocynum	suksdorfii	Greene							Apocynaceae	N	N	APSU	
APSUA2	2185	Apocynum	suksdorfii	Greene			angustifolium	(Woot.) Woodson			Apocynaceae	N	N	APSUA2	
APFL	2183	Apocynum	x floribundum	Greene (pro sp.) [A. androsaemifolium x A. cannabinum]							Apocynaceae	Y	Y	APFL	
APJO	2183	Apocynum	jonesii	Woodson							Apocynaceae	N	N	APJO	
APME	2183	Apocynum	x medium	Greene							Apocynaceae	N	N	APME	
APMEF	2183	Apocynum	medium	Greene			floribundum	(Greene) Woodson			Apocynaceae	N	N	APMEF	
APMEL	2183	Apocynum	medium	Greene			lividum	(Greene) Woodson			Apocynaceae	N	N	APMEL	
APMEL2	2183	Apocynum	medium	Greene			leuconeuron	(Greene) Woodson			Apocynaceae	N	N	APMEL2	
APMES	2183	Apocynum	medium	Greene			sarniense	(Greene) Woodson			Apocynaceae	N	N	APMES	
APMEV	2183	Apocynum	medium	Greene			vestitum	(Greene) Woodson			Apocynaceae	N	N	APMEV	
APMI2	2183	Apocynum	milleri	Britton							Apocynaceae	N	N	APMI2	
APSI	91024	Apocynum	sibiricum	Jacq.							Apocynaceae	Y	N	APSI	
APCAH	91024	Apocynum	cannabinum	L.			hypericifolium	A. Gray			Apocynaceae	N	N	APCAH	
APHY2	91024	Apocynum	hypericifolium	Aiton							Apocynaceae	N	N	APHY2	
APSIC	91024	Apocynum	sibiricum	Jacq.			cordigerum	(Greene) Fernald			Apocynaceae	N	N	APSIC	
APSIF	91024	Apocynum	sibiricum	Jacq.			farwellii	(Greene) Fernald			Apocynaceae	N	N	APSIF	
APSIS	91024	Apocynum	sibiricum	Jacq.			salignum	(Greene) Fernald			Apocynaceae	N	N	APSIS	
VINCA	42177	Vinca		L.							Apocynaceae	Y	Y	VINCA	
VIMA	42175	Vinca	major	L.							Apocynaceae	Y	Y	VIMA	
VIMAV	42175	Vinca	major	L.			variegata	Loud.			Apocynaceae	N	N	VIMAV	
VIMI2	42176	Vinca	minor	L.							Apocynaceae	Y	Y	VIMI2	yes
LAECO	21635	Lappula	echinata	Gilib.			occidentalis	(S. Watson) Boivin			Boraginaceae	N	N	LAECO	
LARE	21635	Lappula	redowskii	auct. non (Hornem.) Greene							Boraginaceae	N	N	LARE	
LARED	21635	Lappula	redowskii	(Hornem.) Greene			desertorum	(Greene) I.M. Johnston			Boraginaceae	N	N	LARED	
LASQ	21637	Lappula	squarrosa	(Retz.) Dumort.							Boraginaceae	Y	Y	LASQ	
LAEC	21637	Lappula	echinata	Gilib.							Boraginaceae	N	N	LAEC	
LAER4	21637	Lappula	erecta	A. Nels.							Boraginaceae	N	N	LAER4	
LAFR5	21637	Lappula	fremontii	(Torr.) Greene							Boraginaceae	N	N	LAFR5	
LALA11	21637	Lappula	lappula	(L.) Karst.							Boraginaceae	N	N	LALA11	
LAMY3	21637	Lappula	myosotis	Moench							Boraginaceae	N	N	LAMY3	
LASQE	21637	Lappula	squarrosa	(Retz.) Dumort.			erecta	(A. Nels.) Dorn			Boraginaceae	N	N	LASQE	
LITHO3	23489	Lithospermum		L.							Boraginaceae	Y	Y	LITHO3	
BUGLO	23489	Buglossoides		Moench							Boraginaceae	N	Y	BUGLO	
LIAR4	5937	Lithospermum	arvense	L.							Boraginaceae	Y	N	LIAR4	
BUAR3	5937	Buglossoides	arvensis	(L.) I.M. Johnston							Boraginaceae	N	Y	BUAR3	
LICA12	23469	Lithospermum	canescens	(Michx.) Lehm.							Boraginaceae	Y	Y	LICA12	
BACA7	23469	Batschia	canescens	Michx.							Boraginaceae	N	N	BACA7	
LICA13	23472	Lithospermum	caroliniense	(Walt. ex J.F. Gmel.) MacM.							Boraginaceae	Y	Y	LICA13	
LICAC9	23473	Lithospermum	caroliniense	(Walt. ex J.F. Gmel.) MacM.			croceum	(Fernald) Cronquist			Boraginaceae	Y	Y	LICAC9	
LICAC7	23473	Lithospermum	caroliniense	(Walt. ex J.F. Gmel.) MacM.	croceum	(Fernald) Cusick					Boraginaceae	N	N	LICAC7	
LICR4	23473	Lithospermum	croceum	Fernald							Boraginaceae	N	N	LICR4	
LIIN2	23476	Lithospermum	incisum	Lehm.							Boraginaceae	Y	Y	LIIN2	
BALI	23476	Batschia	linearifolia	(Goldie) Small							Boraginaceae	N	N	BALI	
LIAN6	23476	Lithospermum	angustifolium	Michx.							Boraginaceae	N	N	LIAN6	
LILI8	23476	Lithospermum	linearifolium	Goldie							Boraginaceae	N	N	LILI8	
LIMA14	23476	Lithospermum	mandanense	Spreng.							Boraginaceae	N	N	LIMA14	
LILA2	23477	Lithospermum	latifolium	Michx.							Boraginaceae	Y	Y	LILA2	
LIOF	23482	Lithospermum	officinale	L.							Boraginaceae	Y	Y	LIOF	
MERTE	25695	Mertensia		Roth							Boraginaceae	Y	Y	MERTE	
MEVI3	25694	Mertensia	virginica	(L.) Pers. ex Link							Boraginaceae	Y	Y	MEVI3	
MYOSO	26638	Myosotis		L.							Boraginaceae	Y	Y	MYOSO	
MYAR	26627	Myosotis	arvensis	(L.) Hill							Boraginaceae	Y	Y	MYAR	
MYSCA	26627	Myosotis	scorpioides	L.			arvensis	L.			Boraginaceae	N	N	MYSCA	
MYLA	26632	Myosotis	laxa	Lehm.							Boraginaceae	Y	Y	MYLA	
MYSC	26634	Myosotis	scorpioides	L.							Boraginaceae	Y	Y	MYSC	
MYPA2	26634	Myosotis	palustris	(L.) Hill							Boraginaceae	N	N	MYPA2	
MYST2	26635	Myosotis	stricta	Link ex Roemer & J.A. Schultes							Boraginaceae	Y	Y	MYST2	
MYMI	26635	Myosotis	micrantha	auct. non Pallas ex Lehm.							Boraginaceae	N	N	MYMI	
MYSY	26636	Myosotis	sylvatica	Ehrh. ex Hoffmann							Boraginaceae	Y	Y	MYSY	
MYVE	26637	Myosotis	verna	Nutt.							Boraginaceae	Y	Y	MYVE	
MYVI2	26637	Myosotis	virginica	auct. non (L.) Britton, Sterns & Poggenburg							Boraginaceae	N	N	MYVI2	
ONOSM	27615	Onosmodium		Michx.							Boraginaceae	Y	Y	ONOSM	
ONBEH	27609	Onosmodium	bejariense	DC. ex A. DC.			hispidissimum	(Mackenzie) B.L. Turner			Boraginaceae	Y	N	ONBEH	
ONMOH2	27609	Onosmodium	molle	Michx.	hispidissimum	(Mackenzie) Boivin					Boraginaceae	N	Y	ONMOH2	
ONHI	27609	Onosmodium	hispidissimum	Mackenzie							Boraginaceae	N	N	ONHI	
ONHIM	27609	Onosmodium	hispidissimum	Mackenzie			macrospermum	Mackenzie & Bush			Boraginaceae	N	N	ONHIM	
ONMOH	27609	Onosmodium	molle	Michx.			hispidissimum	(Mackenzie) Cronquist			Boraginaceae	N	N	ONMOH	
LICA29	27609	Lithospermum	carolinianum	auct. non Lam.							Boraginaceae	N	N	LICA29	
ONBEO	27611	Onosmodium	bejariense	DC. ex A. DC.			occidentale	(Mackenzie) B.L. Turner			Boraginaceae	Y	N	ONBEO	
ONMOO2	27611	Onosmodium	molle	Michx.	occidentale	(Mackenzie) Cochrane					Boraginaceae	N	Y	ONMOO2	
ONMOO	27611	Onosmodium	molle	Michx.			occidentale	(Mackenzie) I.M. Johnston			Boraginaceae	N	N	ONMOO	
ONOC	27611	Onosmodium	occidentale	Mackenzie							Boraginaceae	N	N	ONOC	
ONOCS	27611	Onosmodium	occidentale	Mackenzie			sylvestre	Mackenzie			Boraginaceae	N	N	ONOCS	
PLAGI	31337	Plagiobothrys		Fisch. & C.A. Mey.							Boraginaceae	Y	Y	PLAGI	
PLSCH	31319	Plagiobothrys	scouleri	(Hook. & Arn.) I.M. Johnston			hispidulus	(Greene) Dorn			Boraginaceae	Y	Y	PLSCH	
ALCO10	31319	Allocarya	cognata	Greene							Boraginaceae	N	N	ALCO10	
ALHI5	31319	Allocarya	hispidula	Greene							Boraginaceae	N	N	ALHI5	
ALSC7	31319	Allocarya	scopulorum	Greene							Boraginaceae	N	N	ALSC7	
PLCO10	31319	Plagiobothrys	cognatus	(Greene) I.M. Johnston							Boraginaceae	N	N	PLCO10	
PLHI7	31319	Plagiobothrys	hispidulus	(Greene) I.M. Johnston							Boraginaceae	N	N	PLHI7	
PLNE2	31319	Plagiobothrys	nelsonii	(Greene) I.M. Johnston							Boraginaceae	N	N	PLNE2	
PLSC	31319	Plagiobothrys	scopulorum	(Greene) I.M. Johnston							Boraginaceae	N	N	PLSC	
PLSCP	31319	Plagiobothrys	scouleri	(Hook. & Arn.) I.M. Johnston			penicillatus	(Greene) Cronquist			Boraginaceae	N	N	PLSCP	
PLSCP2	31319	Plagiobothrys	scouleri	(Hook. & Arn.) I.M. Johnston	penicillatus	(Greene) A. Love					Boraginaceae	N	N	PLSCP2	
SYMPH2	39419	Symphytum		L.							Boraginaceae	Y	Y	SYMPH2	
SYAS	39416	Symphytum	asperum	Lepechin							Boraginaceae	Y	Y	SYAS	
SYAS2	39416	Symphytum	asperrimum	Donn ex Sims							Boraginaceae	N	N	SYAS2	
SYOF	39417	Symphytum	officinale	L.							Boraginaceae	Y	Y	SYOF	
SYOFU	39417	Symphytum	officinale	L.	uliginosum	(Kern.) Nyman					Boraginaceae	N	N	SYOFU	
SYUL	39417	Symphytum	uliginosum	Kern.							Boraginaceae	N	N	SYUL	
ALLIA	1081	Alliaria		Heister ex Fabr.							Brassicaceae	Y	Y	ALLIA	
ALPE4	1080	Alliaria	petiolata	(Bieb.) Cavara & Grande							Brassicaceae	Y	Y	ALPE4	yes
ALAL8	1080	Alliaria	alliaria	(L.) Britton							Brassicaceae	N	N	ALAL8	
ALOF3	1080	Alliaria	officinalis	Andrz. ex Bieb.							Brassicaceae	N	N	ALOF3	
ERAL14	1080	Erysimum	alliaria	L.							Brassicaceae	N	N	ERAL14	
SIAL11	1080	Sisymbrium	alliaria	(L.) Scop.							Brassicaceae	N	N	SIAL11	
ALYSS	1384	Alyssum		L.							Brassicaceae	Y	Y	ALYSS	
ALAL3	1374	Alyssum	alyssoides	(L.) L.							Brassicaceae	Y	Y	ALAL3	
ALCA11	1374	Alyssum	calycinum	L.							Brassicaceae	N	N	ALCA11	
CLAL10	1374	Clypeola	alyssoides	L.							Brassicaceae	N	N	CLAL10	
ARABI	2240	Arabidopsis		Heynh.							Brassicaceae	Y	Y	ARABI	
VP-132	2319	Arabidopsis	lyrata	(L.) O'Kane & Al-Shehbaz							Brassicaceae	Y	N		
ARLY2	2319	Arabis	lyrata	L.							Brassicaceae	N	Y	ARLY2	
ARLYG	2319	Arabis	lyrata	L.			glabra	(DC.) M. Hopkins			Brassicaceae	N	N	ARLYG	
ARTH	2239	Arabidopsis	thaliana	(L.) Heynh.							Brassicaceae	Y	Y	ARTH	
ARTH2	2239	Arabis	thaliana	L.							Brassicaceae	N	N	ARTH2	
SITH3	2239	Sisymbrium	thalianum	(L.) J. Gay & Monn.							Brassicaceae	N	N	SITH3	
ARABI2	2386	Arabis		L.							Brassicaceae	Y	Y	ARABI2	
ARHI	2293	Arabis	hirsuta	(L.) Scop.							Brassicaceae	Y	Y	ARHI	
CAVU2	7703	Carex	vulpinoidea	Michx.							Cyperaceae	Y	Y	CAVU2	
CAVUV	7702	Carex	vulpinoidea	Michx.			vulpinoidea				Cyperaceae	N	Y	CAVUV	
CASE22	7702	Carex	setacea	Dewey							Cyperaceae	N	N	CASE22	
CAWO2	7714	Carex	woodii	Dewey							Cyperaceae	Y	Y	CAWO2	
CACO49	7714	Carex	colorata	Mackenzie							Cyperaceae	N	N	CACO49	
CATEW	7714	Carex	tetanica	Schkuhr			woodii	(Dewey) Wood			Cyperaceae	N	N	CATEW	
VP-290	91110	Carex	pellita Muhl. ex Willd. x C. utriculata Boott								Cyperaceae	Y	N		
CLADI	9628	Cladium		P. Br.							Cyperaceae	Y	Y	CLADI	
CLMA	9625	Cladium	mariscoides	(Muhl.) Torr.							Cyperaceae	Y	Y	CLMA	
MAMA20	9625	Mariscus	mariscoides	(Muhl.) Kuntze							Cyperaceae	N	N	MAMA20	
CYPER	12151	Cyperus		L.							Cyperaceae	Y	Y	CYPER	
CYAC2	12006	Cyperus	acuminatus	Torr. & Hook. ex Torr.							Cyperaceae	Y	Y	CYAC2	
CYBI6	12013	Cyperus	bipartitus	Torr.							Cyperaceae	Y	Y	CYBI6	
CYNIR	12013	Cyperus	niger	Ruiz & Pavon			rivularis	(Kunth) V. Grant			Cyperaceae	N	N	CYNIR	
CYRI	12013	Cyperus	rivularis	Kunth							Cyperaceae	N	N	CYRI	
CYDE2	12023	Cyperus	dentatus	Torr.							Cyperaceae	Y	Y	CYDE2	
CYDI3	12025	Cyperus	diandrus	Torr.							Cyperaceae	Y	Y	CYDI3	
CYEC2	12033	Cyperus	echinatus	(L.) Wood							Cyperaceae	Y	Y	CYEC2	
CYOV	12033	Cyperus	ovularis	(Michx.) Torr.							Cyperaceae	N	N	CYOV	
CYOVS	12033	Cyperus	ovularis	(Michx.) Torr.			sphaericus	Boeckl.			Cyperaceae	N	N	CYOVS	
CYER2	12037	Cyperus	erythrorhizos	Muhl.							Cyperaceae	Y	Y	CYER2	
CYES	12042	Cyperus	esculentus	L.							Cyperaceae	Y	Y	CYES	
CYESL	12039	Cyperus	esculentus	L.			leptostachyus	Boeckl.			Cyperaceae	Y	Y	CYESL	
CYESA	12039	Cyperus	esculentus	L.			angustispicatus	Britton			Cyperaceae	N	N	CYESA	
CYESM	12040	Cyperus	esculentus	L.			macrostachyus	Boeckl.			Cyperaceae	Y	Y	CYESM	
CYLU3	12040	Cyperus	lutescens	Torr. & Hook.							Cyperaceae	N	N	CYLU3	
VP-123	90123	Cyperus	filiculmis	Vahl.							Cyperaceae	Y	N		
VP-187	90123	Cyperus	martindalei	Britton							Cyperaceae	N	N		
CYFL	12047	Cyperus	flavescens	L.							Cyperaceae	Y	Y	CYFL	
CYFLP	12047	Cyperus	flavescens	L.			poiformis	(Pursh) Fernald			Cyperaceae	N	N	CYFLP	
PYFL3	12047	Pycreus	flavescens	(L.) Reichenb.							Cyperaceae	N	N	PYFL3	
CYHO	12064	Cyperus	houghtonii	Torr.							Cyperaceae	Y	Y	CYHO	
CYLUL	12083	Cyperus	lupulinus	(Spreng.) Marcks	lupulinus						Cyperaceae	Y	Y	CYLUL	
CYFI2	12083	Cyperus	filiculmis	auct. non Vahl							Cyperaceae	N	N	CYFI2	
CYMA16	12083	Cyperus	martindalei	auct. non Britton							Cyperaceae	N	N	CYMA16	
CYBU4	12083	Cyperus	bushii	Britton							Cyperaceae	N	N	CYBU4	
CYLUM	12084	Cyperus	lupulinus	(Spreng.) Marcks	macilentus	(Fernald) Marcks					Cyperaceae	Y	Y	CYLUM	
CYFIM	12084	Cyperus	filiculmis	Vahl			macilentus	Fernald			Cyperaceae	N	N	CYFIM	
VP-88	90088	Cyperus	x mesochorus	Geise [C. lupulinus x C. schweinitzii]							Cyperaceae	Y	N		
CYOD	12095	Cyperus	odoratus	L.							Cyperaceae	Y	Y	CYOD	
CYAC6	12095	Cyperus	acicularis	Schrad. ex Nees							Cyperaceae	N	N	CYAC6	
CYEG	12095	Cyperus	eggersii	Boeckl.							Cyperaceae	N	N	CYEG	
CYEN	12095	Cyperus	engelmannii	Steud.							Cyperaceae	N	N	CYEN	
CYFE3	12095	Cyperus	ferax	L.C. Rich.							Cyperaceae	N	N	CYFE3	
CYFE4	12095	Cyperus	ferruginescens	Boeckl.							Cyperaceae	N	N	CYFE4	
CYMA20	12095	Cyperus	macrocephalus	Liebm.							Cyperaceae	N	N	CYMA20	
CYMAE2	12095	Cyperus	macrocephalus	Liebm.			eggersii	(Boeckl.) S.D. Jones, J. Wipff & R. Carter			Cyperaceae	N	N	CYMAE2	
VP-188	12095	Cyperus	michauxianus	Schultes							Cyperaceae	N	N		
CYODA	12095	Cyperus	odoratus	L.			acicularis	(Schrad. ex Nees) O'Neill			Cyperaceae	N	N	CYODA	
CYODE	12095	Cyperus	odoratus	L.			engelmannii	(Steud.) R. Carter & S.D. Jones			Cyperaceae	N	N	CYODE	
CYODS	12095	Cyperus	odoratus	L.			squarrosus	(Britton) S.D. Jones, J. Wipff & R. Carter			Cyperaceae	N	N	CYODS	
CYSP6	12095	Cyperus	speciosus	Vahl							Cyperaceae	N	N	CYSP6	
CYSPS2	12095	Cyperus	speciosus	Vahl			squarrosus	Britton			Cyperaceae	N	N	CYSPS2	
MAHU	12095	Mariscus	huarmensis	Kunth							Cyperaceae	N	N	MAHU	
TOEG	12095	Torulinium	eggersii	(Boeckl.) C.B. Clarke							Cyperaceae	N	N	TOEG	
TOOD	12095	Torulinium	odoratum	(L.) S. Hooper							Cyperaceae	N	N	TOOD	
CYSC3	12131	Cyperus	schweinitzii	Torr.							Cyperaceae	Y	Y	CYSC3	
VP-189	12131	Cyperus	alterniflorus	Schweinitz							Cyperaceae	N	N		
CYSQ	12138	Cyperus	squarrosus	L.							Cyperaceae	Y	Y	CYSQ	
CYAR3	12138	Cyperus	aristatus	Rottb.							Cyperaceae	N	N	CYAR3	
CYARR	12138	Cyperus	aristatus	Rottb.			runyonii	O'Neill			Cyperaceae	N	N	CYARR	
CYIN9	12138	Cyperus	inflexus	Muhl.							Cyperaceae	N	N	CYIN9	
CYSQR	12138	Cyperus	squarrosus	L.			runyonii	(O'Neill) S.D. Jones & J. Wipff			Cyperaceae	N	N	CYSQR	
CYST	12139	Cyperus	strigosus	L.							Cyperaceae	Y	Y	CYST	
CYHA9	12139	Cyperus	hansenii	Britton							Cyperaceae	N	N	CYHA9	
CYST2	12139	Cyperus	stenolepis	Torr.							Cyperaceae	N	N	CYST2	
CYSTM	12139	Cyperus	strigosus	L.			multiflorus	Geise			Cyperaceae	N	N	CYSTM	
CYSTS	12139	Cyperus	strigosus	L.			stenolepis	(Torr.) Kukenth.			Cyperaceae	N	N	CYSTS	
